Step Time Temp Pressure_Wall Energy Count
18620 186.200000 0.666575 67.904535 199972.372684 100000.000000
18640 186.400000 0.666575 66.742194 199972.372739 100000.000000
18660 186.600000 0.666575 66.731112 199972.372726 100000.000000
18680 186.800000 0.666575 68.521628 199972.372750 100000.000000
18700 187.000000 0.666575 64.773655 199972.372679 100000.000000
18720 187.200000 0.666575 63.859013 199972.372661 100000.000000
18740 187.400000 0.666575 65.092016 199972.372661 100000.000000
18760 187.600000 0.666575 64.917283 199972.372618 100000.000000
18780 187.800000 0.666575 67.592910 199972.372603 100000.000000
18800 188.000000 0.666575 67.104509 199972.372546 100000.000000
18820 188.200000 0.666575 66.510953 199972.372554 100000.000000
18840 188.400000 0.666575 65.095016 199972.372549 100000.000000
18860 188.600000 0.666575 67.421450 199972.372591 100000.000000
18880 188.800000 0.666575 67.663142 199972.372607 100000.000000
18900 189.000000 0.666575 67.332843 199972.372590 100000.000000
18920 189.200000 0.666575 68.021523 199972.372597 100000.000000
18940 189.400000 0.666575 71.240848 199972.372607 100000.000000
18960 189.600000 0.666575 66.032615 199972.372596 100000.000000
18980 189.800000 0.666575 66.171906 199972.372624 100000.000000
19000 190.000000 0.666575 66.256722 199972.372566 100000.000000
19020 190.200000 0.666575 64.696511 199972.372577 100000.000000
19040 190.400000 0.666575 63.901530 199972.372639 100000.000000
19060 190.600000 0.666575 65.730350 199972.372634 100000.000000
19080 190.800000 0.666575 65.448948 199972.372662 100000.000000
19100 191.000000 0.666575 69.960801 199972.372685 100000.000000
19120 191.200000 0.666575 61.981021 199972.372679 100000.000000
19140 191.400000 0.666575 65.110261 199972.372712 100000.000000
19160 191.600000 0.666575 69.063165 199972.372716 100000.000000
19180 191.800000 0.666575 64.821470 199972.372718 100000.000000
19200 192.000000 0.666575 71.872605 199972.372692 100000.000000
19220 192.200000 0.666575 67.105585 199972.372673 100000.000000
19240 192.400000 0.666575 67.681581 199972.372673 100000.000000
19260 192.600000 0.666575 65.966737 199972.372677 100000.000000
19280 192.800000 0.666575 65.074881 199972.372706 100000.000000
19300 193.000000 0.666575 65.869227 199972.372689 100000.000000
19320 193.200000 0.666575 63.640535 199972.372692 100000.000000
19340 193.400000 0.666575 66.538126 199972.372738 100000.000000
19360 193.600000 0.666575 66.939105 199972.372697 100000.000000
19380 193.800000 0.666575 69.238780 199972.372661 100000.000000
19400 194.000000 0.666575 65.158488 199972.372665 100000.000000
19420 194.200000 0.666575 67.322084 199972.372634 100000.000000
19440 194.400000 0.666575 68.119865 199972.372680 100000.000000
19460 194.600000 0.666575 68.157997 199972.372684 100000.000000
19480 194.800000 0.666575 67.654580 199972.372636 100000.000000
19500 195.000000 0.666575 67.457811 199972.372632 100000.000000
19520 195.200000 0.666575 67.634327 199972.372622 100000.000000
19540 195.400000 0.666575 67.577357 199972.372597 100000.000000
19560 195.600000 0.666575 65.523754 199972.372600 100000.000000
19580 195.800000 0.666575 65.029458 199972.372581 100000.000000
19600 196.000000 0.666575 65.826614 199972.372576 100000.000000
19620 196.200000 0.666575 68.301612 199972.372607 100000.000000
19640 196.400000 0.666575 65.535091 199972.372563 100000.000000
19660 196.600000 0.666575 66.551920 199972.372547 100000.000000
19680 196.800000 0.666575 65.126153 199972.372547 100000.000000
19700 197.000000 0.666575 68.612380 199972.372539 100000.000000
19720 197.200000 0.666575 62.031226 199972.372495 100000.000000
19740 197.400000 0.666575 66.364804 199972.372456 100000.000000
19760 197.600000 0.666575 68.097302 199972.372510 100000.000000
19780 197.800000 0.666575 67.006223 199972.372504 100000.000000
19800 198.000000 0.666575 69.250144 199972.372497 100000.000000
19820 198.200000 0.666575 64.523658 199972.372482 100000.000000
19840 198.400000 0.666575 66.891845 199972.372469 100000.000000
19860 198.600000 0.666575 68.324544 199972.372434 100000.000000
19880 198.800000 0.666575 69.281091 199972.372451 100000.000000
19900 199.000000 0.666575 64.354427 199972.372412 100000.000000
19920 199.200000 0.666575 67.501192 199972.372409 100000.000000
19940 199.400000 0.666575 67.541429 199972.372415 100000.000000
19960 199.600000 0.666575 66.265012 199972.372440 100000.000000
19980 199.800000 0.666575 69.136630 199972.372411 100000.000000
20000 200.000000 0.666575 65.415078 199972.372394 100000.000000
